Date,Heure,Artiste,Titre,Année de la chanson,Sexe,Pays d’Origine
2012-07-31,22H39,Owl City,Good Time,2012,H,USA
2012-07-31,22H39,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-31,23H01,Stone & Van Linden,Summerbreeze,2011,Groupe,Allemagne
2012-07-31,23H10,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-07-31,23H24,Keen V,Ma Vie Au Soleil,2012,H,France
2012-07-31,23H29,Pitbull,Get It Started,2012,H,USA
2012-07-31,23H39,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-08-01,00H00,Owl City,Good Time,2012,H,USA
2012-08-01,00H00,Sexion D'assaut,Wati House,2012,Groupe,France
2012-08-01,05H00,Maroon 5,Payphone,2012,Groupe,USA
2012-08-01,05H04,Shaggy,Girls Just Wanna Have Fun,2012,H,Jamaique
2012-08-01,05H08,Katy Perry,Wide Awake,2012,F,USA
2012-08-01,05H15,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-08-01,05H18,Daddy Yankee,Lovumba,2011,H,Porto Rico
2012-08-01,05H22,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-08-01,05H30,Owl City,Good Time,2012,H,USA
2012-08-01,05H30,Youssoupha,Dreamin,2012,H,France
2012-08-01,05H33,David Guetta,Without You,2011,H,France
2012-08-01,05H40,Khaled,C'est La Vie,2012,H,Algerie
2012-08-01,05H40,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-08-01,05H48,The Wanted,Chasing The Sun,2012,Groupe,Angleterre
2012-08-01,05H51,Katy Perry,I Kissed A Girl,2008,F,USA
2012-08-01,05H58,Matt Houston,Happy Birthday,2012,H,France
2012-08-01,06H02,Birdy,Skinny Love,2008,F,USA
2012-08-01,06H02,Black Eyed Peas,Meet Me Halfway,2009,Groupe,USA
2012-08-01,06H05,Basto,I Rave You,2012,H,Belgique
2012-08-01,06H13,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-08-01,06H16,Pitbull,Get It Started,2012,H,USA
2012-08-01,06H20,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-08-01,06H24,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-08-01,06H34,Lmfao,Party Rock Anthem,2011,Groupe,USA
2012-08-01,06H37,Julian Perretta,Generation X,2012,H,Angleterre
2012-08-01,06H41,Pitbull,Back In Time,2012,H,USA
2012-08-01,06H49,Jenifer,Sur Le Fil,2012,F,France
2012-08-01,06H52,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-08-01,06H52,The Fray,How To Save A Life,2005,Groupe,USA
2012-08-01,06H55,Sexion D'assaut,Wati House,2012,Groupe,France
2012-08-01,07H02,Shakira,Addicted To You,2012,F,Colombie
2012-08-01,07H06,Katy Perry,Wide Awake,2012,F,USA
2012-08-01,07H13,Ellie Goulding,Lights,2011,F,Angleterre
2012-08-01,07H21,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-08-01,07H24,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-08-01,07H36,1789,Je Veux Le Monde,2012,Groupe,France
2012-08-01,07H39,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-08-01,07H44,Elisa Tovati,Il Nous Faut,2011,F,France
2012-08-01,07H50,David Guetta,Metropolis,2012,H,France
2012-08-01,07H53,Birdy,Skinny Love,2008,F,USA
2012-08-01,08H02,Khaled,C'est La Vie,2012,H,Algerie
2012-08-01,08H05,Lady Gaga,Paparazzi,2009,F,USA
2012-08-01,08H16,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-08-01,08H19,Youssoupha,Dreamin,2012,H,France
2012-08-01,08H22,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-08-01,08H31,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-08-01,08H35,Stone & Van Linden,Summerbreeze,2011,Groupe,Allemagne
2012-08-01,08H38,Dry,Ma Melodie,2012,H,France
2012-08-01,08H42,Kelly Clarkson,Stronger,2012,F,USA
2012-08-01,08H46,Alex Ferrari,Bara Bara Bere Bere,2012,H,Bresil
2012-08-01,09H01,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-08-01,09H01,Emeli Sande,next to me        1,2012,F,Inconnu
2012-08-01,09H02,Maroon 5,Payphone,2012,Groupe,USA
2012-08-01,09H06,Sexion D'assaut,Wati House,2012,Groupe,France
2012-08-01,09H10,D.h.t.,Listen To Your Heart,2003,Groupe,Belgique
2012-08-01,09H18,Lucenzo,Wine It Up,2012,H,France
2012-08-01,09H24,Kenza Farah,Quelque Part,2012,F,France
2012-08-01,09H24,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-08-01,09H28,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-08-01,09H41,Pitbull,Back In Time,2012,H,USA
2012-08-01,09H48,Beyonce,Sweet Dreams,2009,F,USA
2012-08-01,09H51,Dj Assad,Addicted,2012,H,France
2012-08-01,09H54,Shy'm,Et Alors !,2012,F,France
2012-08-01,09H58,Birdy,Skinny Love,2008,F,USA
2012-08-01,10H02,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-08-01,10H09,Mika,Celebrate,2012,H,Angleterre
2012-08-01,10H13,Alicia Keys,No One,2011,F,USA
2012-08-01,10H23,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-08-01,10H23,Superbus,A La Chaine,2012,Groupe,France
2012-08-01,10H27,1789,Je Veux Le Monde,2012,Groupe,France
2012-08-01,10H31,Rihanna,Where Have You Been,2012,F,USA
2012-08-01,10H34,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-08-01,10H46,Flo Rida,Whistle,2012,H,USA
2012-08-01,10H50,Keen V,Ma Vie Au Soleil,2012,H,France
2012-08-01,10H57,Adele,Rolling In The Deep,2010,F,Angleterre
2012-08-01,11H00,Nervo,You're Gonna Love Again,2012,Groupe,Australie
2012-08-01,11H04,Christina Aguilera,Beautiful,2002,F,USA
2012-08-01,11H07,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-08-01,11H11,Jenifer,Sur Le Fil,2012,F,France
2012-08-01,11H24,Owl City,Good Time,2012,H,USA
2012-08-01,11H24,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-08-01,11H31,Dry,Ma Melodie,2012,H,France
2012-08-01,11H34,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-08-01,11H34,Kelly Clarkson,Stronger,2012,F,USA
2012-08-01,11H42,Pink,Fuckin'perfect,2010,F,USA
2012-08-01,11H49,Basto,I Rave You,2012,H,Belgique
2012-08-01,11H53,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-08-01,12H00,Katy Perry,Wide Awake,2012,F,USA
2012-08-01,12H03,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-08-01,12H06,Birdy,Skinny Love,2008,F,USA
2012-08-01,12H10,Shaggy,Girls Just Wanna Have Fun,2012,H,Jamaique
2012-08-01,12H12,Youssoupha,Dreamin,2012,H,France
2012-08-01,12H16,David Guetta,Metropolis,2012,H,France
2012-08-01,12H22,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-08-01,12H25,M Pokora,Merci D'etre,2012,H,France
2012-08-01,12H33,Gotye,Somebody That Use To Know,2012,H,Australie
2012-08-01,12H42,Khaled,C'est La Vie,2012,H,Algerie
2012-08-01,12H46,Maroon 5,Payphone,2012,Groupe,USA
2012-08-01,12H50,Martin Solveig,The Night Out,2011,H,France
2012-08-01,12H54,Alex Ferrari,Bara Bara Bere Bere,2012,H,Bresil
2012-08-01,12H57,Sexion D'assaut,Wati House,2012,Groupe,France
2012-08-01,13H00,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-08-01,13H04,Black Eyed Peas,Where Is The Love,2009,Groupe,USA
2012-08-01,13H07,Stone & Van Linden,Summerbreeze,2011,Groupe,Allemagne
2012-08-01,13H14,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-08-01,13H17,Julian Perretta,Generation X,2012,H,Angleterre
2012-08-01,13H24,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-08-01,13H30,Dry,Ma Melodie,2012,H,France
2012-08-01,13H30,Shaka Ponk,My Name Is Stain,2012,Groupe,France
2012-08-01,13H43,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-08-01,13H43,Pitbull,Back In Time,2012,H,USA
2012-08-01,13H50,Leslie,Des Mots Invincibles,2012,F,France
2012-08-01,13H53,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-08-01,14H00,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-08-01,14H02,Bruno Mars,Marry You,2011,H,USA
2012-08-01,14H09,Katy Perry,Wide Awake,2012,F,USA
2012-08-01,14H16,Flo Rida,Whistle,2012,H,USA
2012-08-01,14H24,Ellie Goulding,Lights,2011,F,Angleterre
2012-08-01,14H27,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-08-01,14H31,1789,Je Veux Le Monde,2012,Groupe,France
2012-08-01,14H34,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-08-01,14H42,Adele,Someone Like You,2011,F,Angleterre
2012-08-01,14H51,Coldplay,Princess Of China,2012,Groupe,Angleterre
2012-08-01,14H58,Sexion D'assaut,Wati House,2012,Groupe,France
2012-08-01,15H00,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-08-01,15H04,Shy'm,Et Alors !,2012,F,France
2012-08-01,15H07,Basto,I Rave You,2012,H,Belgique
2012-08-01,15H10,Pink,Just Like A Pill,2002,F,USA
2012-08-01,15H18,Mika,Celebrate,2012,H,Angleterre
2012-08-01,15H25,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-08-01,15H28,Jenifer,Sur Le Fil,2012,F,France
2012-08-01,15H35,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-08-01,15H42,Will i Am,This Is Love,2012,H,USA
2012-08-01,15H49,Owl City,Good Time,2012,H,USA
2012-08-01,15H53,Jack Holiday,Children 2012,2012,H,Suisse
2012-08-01,15H57,Birdy,Skinny Love,2008,F,USA
2012-08-01,16H02,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-08-01,16H02,Maroon 5,Payphone,2012,Groupe,USA
2012-08-01,16H09,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-08-01,16H13,M Pokora,Merci D'etre,2012,H,France
2012-08-01,16H13,Shakira,Underneath Your Clothes,2002,F,Colombie
2012-08-01,16H22,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-08-01,16H22,The Wanted,Chasing The Sun,2012,Groupe,Angleterre
2012-08-01,16H30,Kenza Farah,Quelque Part,2012,F,France
2012-08-01,16H34,Katy Perry,Wide Awake,2012,F,USA
2012-08-01,16H41,Alex Ferrari,Bara Bara Bere Bere,2012,H,Bresil
2012-08-01,16H45,Bruno Mars,Just The Way You Are,2010,H,USA
2012-08-01,16H48,Leslie,Des Mots Invincibles,2012,F,France
2012-08-01,16H52,Gotye,Somebody That Use To Know,2012,H,Australie
2012-08-01,16H59,Shaka Ponk,Let's Bang,2012,Groupe,France
2012-08-01,17H00,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-08-01,17H04,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-08-01,17H08,Simple Plan,Jet Lag,2011,Groupe,Canada
2012-08-01,17H14,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-08-01,17H14,Shaggy,Girls Just Wanna Have Fun,2012,H,Jamaique
2012-08-01,17H18,Laza Morgan,One By One,2011,H,Jamaique
2012-08-01,17H25,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-08-01,17H28,Kelly Clarkson,Stronger,2012,F,USA
2012-08-01,17H35,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-08-01,17H42,Nervo,You're Gonna Love Again,2012,Groupe,Australie
2012-08-01,17H46,Flo Rida,Whistle,2012,H,USA
2012-08-01,17H53,1789,Je Veux Le Monde,2012,Groupe,France
2012-08-01,17H53,David Guetta,Little Bad Girl,2011,H,France
2012-08-01,18H00,Birdy,Skinny Love,2008,F,USA
2012-08-01,18H00,Lucenzo,Wine It Up,2012,H,France
2012-08-01,18H02,Maroon 5,Moves Like Jagger,2011,Groupe,USA
2012-08-01,18H09,Dry,Ma Melodie,2012,H,France
2012-08-01,18H13,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-08-01,18H13,Jenifer,Sur Le Fil,2012,F,France
2012-08-01,18H16,Jennifer Lopez,Goin In,2012,F,USA
2012-08-01,18H24,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-08-01,18H28,Justin Nozuka,Heartless (promesse),2010,H,USA
2012-08-01,18H32,Will i Am,This Is Love,2012,H,USA
2012-08-01,18H35,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-08-01,18H43,David Guetta,Metropolis,2012,H,France
2012-08-01,18H53,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-08-01,18H53,Rihanna,California King Bed,2011,F,USA
2012-08-01,19H00,Julian Perretta,Generation X,2012,H,Angleterre
2012-08-01,19H00,Stone & Van Linden,Summerbreeze,2011,Groupe,Allemagne
2012-08-01,19H04,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-08-01,19H07,Maroon 5,Payphone,2012,Groupe,USA
2012-08-01,19H10,Alex Ferrari,Bara Bara Bere Bere,2012,H,Bresil
2012-08-01,19H14,Katy Perry,Wide Awake,2012,F,USA
2012-08-01,19H25,Corneille,Co-pilot,2012,Groupe,Canada
2012-08-01,19H25,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-08-01,19H33,Ellie Goulding,Lights,2011,F,Angleterre
2012-08-01,19H33,Shy'm,Et Alors !,2012,F,France
2012-08-01,19H36,Khaled,C'est La Vie,2012,H,Algerie
2012-08-01,19H43,Owl City,Good Time,2012,H,USA
2012-08-01,19H47,David Guetta,I Can Only Imagine,2012,H,France
2012-08-01,19H50,Leslie,Des Mots Invincibles,2012,F,France
2012-08-01,19H54,B.o.b,Airplanes,2010,H,USA
2012-08-01,19H57,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-08-01,20H03,Sonia Y Selena,Yo Quiero Bailar,2001,Groupe,Espagne
2012-08-01,20H10,Pitbull,Back In Time,2012,H,USA
2012-08-01,20H16,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-08-01,20H19,Dj Assad,Addicted,2012,H,France
2012-08-01,20H19,Dry,Ma Melodie,2012,H,France
2012-08-01,20H23,Kenza Farah,Quelque Part,2012,F,France
2012-08-01,20H30,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-08-01,20H34,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-08-01,20H38,M Pokora,Merci D'etre,2012,H,France
2012-08-01,20H45,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-08-01,20H49,1789,Je Veux Le Monde,2012,Groupe,France
2012-08-01,20H52,Michel Telo,Ai Se Eu Te Pego (nooossa,2011,H,Bresil
2012-08-01,21H00,Basto,I Rave You,2012,H,Belgique
2012-08-01,21H00,Sexion D'assaut,Wati House,2012,Groupe,France
2012-08-01,21H24,Katy Perry,Wide Awake,2012,F,USA
2012-08-01,21H31,Lucenzo,Wine It Up,2012,H,France
2012-08-01,21H31,Nervo,You're Gonna Love Again,2012,Groupe,Australie
2012-08-01,21H41,Matt Houston,Positif,2012,H,France
2012-08-01,21H50,Will i Am,This Is Love,2012,H,USA
2012-08-01,22H01,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-08-01,22H23,Dry,Ma Melodie,2012,H,France
2012-08-01,22H30,Shaggy,Girls Just Wanna Have Fun,2012,H,Jamaique
2012-08-01,22H30,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-08-01,22H49,The Wanted,Chasing The Sun,2012,Groupe,Angleterre
2012-08-01,23H00,Youssoupha,Dreamin,2012,H,France
2012-08-01,23H10,Alex Ferrari,Bara Bara Bere Bere,2012,H,Bresil
2012-08-01,23H10,Kelly Clarkson,Stronger,2012,F,USA
2012-08-01,23H23,M Pokora,Merci D'etre,2012,H,France
2012-08-01,23H39,Maroon 5,Payphone,2012,Groupe,USA
2012-08-02,05H00,Dry,Ma Melodie,2012,H,France
2012-08-02,05H04,Katy Perry,Hot N Cold,2008,F,USA
2012-08-02,05H11,Leslie,Des Mots Invincibles,2012,F,France
2012-08-02,05H14,David Guetta,I Can Only Imagine,2012,H,France
2012-08-02,05H23,Birdy,Skinny Love,2008,F,USA
2012-08-02,05H27,Lucenzo,Wine It Up,2012,H,France
2012-08-02,05H29,Avicii,Levels,2011,H,Suede
2012-08-02,05H33,Shaka Ponk,Let's Bang,2012,Groupe,France
2012-08-02,05H36,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-08-02,05H39,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-08-02,05H46,Basto,I Rave You,2012,H,Belgique
2012-08-02,05H49,Shy'm,Et Alors !,2012,F,France
2012-08-02,05H53,Pitbull,Back In Time,2012,H,USA
2012-08-02,05H56,Katy Perry,Wide Awake,2012,F,USA
2012-08-02,06H02,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-08-02,06H06,Flo Rida,Whistle,2012,H,USA
2012-08-02,06H13,Kenza Farah,Quelque Part,2012,F,France
2012-08-02,06H17,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-08-02,06H21,M Pokora,Merci D'etre,2012,H,France
2012-08-02,06H24,Coldplay,Princess Of China,2012,Groupe,Angleterre
2012-08-02,06H27,Sexion D'assaut,Wati House,2012,Groupe,France
2012-08-02,06H39,Gotye,Somebody That Use To Know,2012,H,Australie
2012-08-02,06H39,Stone & Van Linden,Summerbreeze,2011,Groupe,Allemagne
2012-08-02,06H46,Owl City,Good Time,2012,H,USA
2012-08-02,06H50,Matt Houston,Positif,2012,H,France
2012-08-02,06H54,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-08-02,07H02,David Guetta,Memories,2010,H,France
2012-08-02,07H05,Jenifer,Sur Le Fil,2012,F,France
2012-08-02,07H13,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-08-02,07H17,Dry,Ma Melodie,2012,H,France
2012-08-02,07H24,Birdy,Skinny Love,2008,F,USA
2012-08-02,07H35,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-08-02,07H39,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-08-02,07H47,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-08-02,07H50,M Pokora,A Nos Actes Manques,2011,H,France
2012-08-02,07H54,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-08-02,08H02,Ellie Goulding,Lights,2011,F,Angleterre
2012-08-02,08H07,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-08-02,08H07,Emeli Sande,next to me        1,2012,F,Inconnu
2012-08-02,08H13,Maroon 5,Payphone,2012,Groupe,USA
2012-08-02,08H17,Dj Assad,Addicted,2012,H,France
2012-08-02,08H21,Katy Perry,Wide Awake,2012,F,USA
2012-08-02,08H21,Martin Solveig,Hello,2010,H,France
2012-08-02,08H33,Shy'm,Et Alors !,2012,F,France
2012-08-02,08H41,Pitbull,Back In Time,2012,H,USA
2012-08-02,08H45,1789,Je Veux Le Monde,2012,Groupe,France
2012-08-02,08H48,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-08-02,08H55,Inna Modja,French Cancan,2011,F,Cameroun
2012-08-02,09H02,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-08-02,09H02,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-08-02,09H06,Sexion D'assaut,Ma Direction,2012,Groupe,France
2012-08-02,09H09,Basto,I Rave You,2012,H,Belgique
2012-08-02,09H17,Katy Perry,I Kissed A Girl,2008,F,USA
2012-08-02,09H24,Khaled,C'est La Vie,2012,H,Algerie
2012-08-02,09H28,Birdy,Skinny Love,2008,F,USA
2012-08-02,09H32,Jennifer Lopez,Dance Again,2012,F,USA
2012-08-02,09H34,Dry,Ma Melodie,2012,H,France
2012-08-02,09H42,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-08-02,09H53,Flo Rida,Whistle,2012,H,USA
2012-08-02,09H53,Superbus,A La Chaine,2012,Groupe,France
2012-08-02,09H57,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-08-02,10H03,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-08-02,10H03,Lady Gaga,Paparazzi,2009,F,USA
2012-08-02,10H07,Kelly Clarkson,Stronger,2012,F,USA
2012-08-02,10H10,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-08-02,10H17,Julian Perretta,Generation X,2012,H,Angleterre
2012-08-02,10H24,David Guetta,Metropolis,2012,H,France
2012-08-02,10H27,Owl City,Good Time,2012,H,USA
2012-08-02,10H31,Shakira,Addicted To You,2012,F,Colombie
2012-08-02,10H35,Katy Perry,Wide Awake,2012,F,USA
2012-08-02,10H43,Will i Am,This Is Love,2012,H,USA
2012-08-02,10H47,Elisa Tovati,Il Nous Faut,2011,F,France
2012-08-02,10H51,Nervo,You're Gonna Love Again,2012,Groupe,Australie
2012-08-02,10H54,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-08-02,11H00,Beyonce,Irreplaceable,2006,F,USA
2012-08-02,11H04,Leslie,Des Mots Invincibles,2012,F,France
2012-08-02,11H07,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-08-02,11H11,Maroon 5,Payphone,2012,Groupe,USA
2012-08-02,11H18,Khaled,C'est La Vie,2012,H,Algerie
2012-08-02,11H25,Martin Solveig,The Night Out,2011,H,France
2012-08-02,11H31,Lucenzo,Wine It Up,2012,H,France
2012-08-02,11H31,Ocean Drive,Because,2009,Groupe,France
2012-08-02,11H45,Jennifer Lopez,Goin In,2012,F,USA
2012-08-02,11H48,Youssoupha,Dreamin,2012,H,France
2012-08-02,12H00,OneRepublic,Apologize,2007,Groupe,USA
2012-08-02,12H03,Mika,Celebrate,2012,H,Angleterre
2012-08-02,12H10,Dry,Ma Melodie,2012,H,France
2012-08-02,12H13,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-08-02,12H17,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-08-02,12H17,Daddy Yankee,Lovumba,2011,H,Porto Rico
2012-08-02,12H24,Sexion D'assaut,Wati House,2012,Groupe,France
2012-08-02,12H32,1789,Je Veux Le Monde,2012,Groupe,France
2012-08-02,12H32,Jack Holiday,Children 2012,2012,H,Suisse
2012-08-02,12H45,Pitbull,Back In Time,2012,H,USA
2012-08-02,12H48,Jenifer,Sur Le Fil,2012,F,France
2012-08-02,12H52,Ellie Goulding,Lights,2011,F,Angleterre
2012-08-02,12H59,Katy Perry,Wide Awake,2012,F,USA
2012-08-02,13H03,Kenza Farah,Quelque Part,2012,F,France
2012-08-02,13H11,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-08-02,13H11,Maroon 5,This Love,2004,Groupe,USA
2012-08-02,13H15,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-08-02,13H28,Keen V,Ma Vie Au Soleil,2012,H,France
2012-08-02,13H42,Nervo,You're Gonna Love Again,2012,Groupe,Australie
2012-08-02,13H42,Shakira,Addicted To You,2012,F,Colombie
2012-08-02,13H48,Adele,Rolling In The Deep,2010,F,Angleterre
2012-08-02,13H52,Owl City,Good Time,2012,H,USA
2012-08-02,13H55,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-08-02,14H03,Dry,Ma Melodie,2012,H,France
2012-08-02,14H06,Katy Perry,Last Friday Night,2011,F,USA
2012-08-02,14H14,Will i Am,This Is Love,2012,H,USA
2012-08-02,14H18,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-08-02,14H25,Sexion D'assaut,Wati House,2012,Groupe,France
2012-08-02,14H34,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-08-02,14H38,Usher,Scream,2012,H,USA
2012-08-02,14H51,Lily Allen,22,2009,F,France
2012-08-02,14H54,Alex Ferrari,Bara Bara Bere Bere,2012,H,Bresil
2012-08-02,14H57,Katy Perry,Wide Awake,2012,F,USA
2012-08-02,15H00,The Wanted,Chasing The Sun,2012,Groupe,Angleterre
2012-08-02,15H03,Michael Jackson,Billie Jean,1983,H,USA
2012-08-02,15H12,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-08-02,15H12,Leslie,Des Mots Invincibles,2012,F,France
2012-08-02,15H15,Maroon 5,Payphone,2012,Groupe,USA
2012-08-02,15H27,Birdy,Skinny Love,2008,F,USA
2012-08-02,15H33,Coldplay,Princess Of China,2012,Groupe,Angleterre
2012-08-02,15H33,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-08-02,15H36,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-08-02,15H45,1789,Je Veux Le Monde,2012,Groupe,France
2012-08-02,15H49,Pitbull,Back In Time,2012,H,USA
2012-08-02,15H56,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-08-02,16H00,Emeli Sande,next to me        1,2012,F,Inconnu
2012-08-02,16H07,Khaled,C'est La Vie,2012,H,Algerie
2012-08-02,16H14,Rihanna,Don't Stop The Music,2007,F,USA
2012-08-02,16H17,Jenifer,Sur Le Fil,2012,F,France
2012-08-02,16H24,Sexion D'assaut,Wati House,2012,Groupe,France
2012-08-02,16H28,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-08-02,16H32,Basto,I Rave You,2012,H,Belgique
2012-08-02,16H35,Flo Rida,Whistle,2012,H,USA
2012-08-02,16H44,Superbus,A La Chaine,2012,Groupe,France
2012-08-02,16H51,Dry,Ma Melodie,2012,H,France
2012-08-02,16H55,Julian Perretta,Generation X,2012,H,Angleterre
2012-08-02,17H00,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-08-02,17H04,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-08-02,17H07,Gotye,Somebody That Use To Know,2012,H,Australie
2012-08-02,17H11,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-08-02,17H14,Owl City,Good Time,2012,H,USA
2012-08-02,17H17,Corneille,Co-pilot,2012,Groupe,Canada
2012-08-02,17H24,Birdy,Skinny Love,2008,F,USA
2012-08-02,17H31,Alex Ferrari,Bara Bara Bere Bere,2012,H,Bresil
2012-08-02,17H31,Sexion D'assaut,Ma Direction,2012,Groupe,France
2012-08-02,17H34,Shakira,Addicted To You,2012,F,Colombie
2012-08-02,17H44,Katy Perry,Wide Awake,2012,F,USA
2012-08-02,17H47,Will i Am,This Is Love,2012,H,USA
2012-08-02,17H51,Mika,Elle Me Dit,2011,H,Angleterre
2012-08-02,17H58,Lucenzo,Wine It Up,2012,H,France
2012-08-02,18H00,Leslie,Des Mots Invincibles,2012,F,France
2012-08-02,18H06,Maroon 5,Payphone,2012,Groupe,USA
2012-08-02,18H10,Khaled,C'est La Vie,2012,H,Algerie
2012-08-02,18H17,Nervo,You're Gonna Love Again,2012,Groupe,Australie
2012-08-02,18H24,Sexion D'assaut,Wati House,2012,Groupe,France
2012-08-02,18H32,Shaka Ponk,My Name Is Stain,2012,Groupe,France
2012-08-02,18H32,Sonia Y Selena,Yo Quiero Bailar,2001,Groupe,Espagne
2012-08-02,18H35,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-08-02,18H43,Youssoupha,Dreamin,2012,H,France
2012-08-02,18H46,Shaggy,Girls Just Wanna Have Fun,2012,H,Jamaique
2012-08-02,18H50,Katy Perry,Teenage Dream,2010,F,USA
2012-08-02,18H53,M Pokora,Merci D'etre,2012,H,France
2012-08-02,18H57,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-08-02,19H00,1789,Je Veux Le Monde,2012,Groupe,France
