Date,Heure,Artiste,Titre,Année de la chanson,Sexe,Pays d’Origine
2012-07-30,05H35,Keen V,Ma Vie Au Soleil,2012,H,France
2012-07-30,05H38,Gotye,Somebody That Use To Know,2012,H,Australie
2012-07-30,05H41,Dj Assad,Addicted,2012,H,France
2012-07-30,05H44,Rihanna,You Da One,2011,F,USA
2012-07-30,05H48,1789,Je Veux Le Monde,2012,Groupe,France
2012-07-30,05H51,Flo Rida,Whistle,2012,H,USA
2012-07-30,05H55,Alex Ferrari,Bara Bara Bere Bere,2012,H,Bresil
2012-07-30,06H02,Nervo,You're Gonna Love Again,2012,Groupe,Australie
2012-07-30,06H05,Kelly Clarkson,Stronger,2012,F,USA
2012-07-30,06H12,Khaled,C'est La Vie,2012,H,Algerie
2012-07-30,06H16,The Wanted,Chasing The Sun,2012,Groupe,Angleterre
2012-07-30,06H20,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-07-30,06H20,Stone & Van Linden,Summerbreeze,2011,Groupe,Allemagne
2012-07-30,06H23,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-30,06H31,Katy Perry,E.t,2011,F,USA
2012-07-30,06H34,Will i Am,This Is Love,2012,H,USA
2012-07-30,06H38,Dry,Ma Melodie,2012,H,France
2012-07-30,06H43,Shakira,Addicted To You,2012,F,Colombie
2012-07-30,06H47,Martin Solveig,The Night Out,2011,H,France
2012-07-30,06H49,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-30,06H53,Sonia Y Selena,Yo Quiero Bailar,2001,Groupe,Espagne
2012-07-30,06H56,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-30,07H02,Pink,Fuckin'perfect,2010,F,USA
2012-07-30,07H06,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-07-30,07H10,Leslie,Des Mots Invincibles,2012,F,France
2012-07-30,07H21,Maroon 5,Payphone,2012,Groupe,USA
2012-07-30,07H24,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-30,07H34,Justin Nozuka,Heartless (promesse),2010,H,USA
2012-07-30,07H38,Lucenzo,Wine It Up,2012,H,France
2012-07-30,07H41,Katy Perry,Wide Awake,2012,F,USA
2012-07-30,07H46,David Guetta,Metropolis,2012,H,France
2012-07-30,07H50,Youssoupha,Dreamin,2012,H,France
2012-07-30,07H53,Shaggy,Girls Just Wanna Have Fun,2012,H,Jamaique
2012-07-30,07H56,Birdy,Skinny Love,2008,F,USA
2012-07-30,08H02,Black Eyed Peas,Meet Me Halfway,2009,Groupe,USA
2012-07-30,08H05,1789,Je Veux Le Monde,2012,Groupe,France
2012-07-30,08H12,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-07-30,08H16,Ellie Goulding,Lights,2011,F,Angleterre
2012-07-30,08H20,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-07-30,08H24,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-30,08H36,Superbus,A La Chaine,2012,Groupe,France
2012-07-30,08H44,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-07-30,08H47,Basto,I Rave You,2012,H,Belgique
2012-07-30,08H50,Coldplay,Princess Of China,2012,Groupe,Angleterre
2012-07-30,08H54,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-30,09H02,Kelly Clarkson,Because Of You,2005,F,USA
2012-07-30,09H07,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-07-30,09H14,Jenifer,Sur Le Fil,2012,F,France
2012-07-30,09H14,Shakira,Addicted To You,2012,F,Colombie
2012-07-30,09H23,Mika,Celebrate,2012,H,Angleterre
2012-07-30,09H23,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-30,09H26,Dry,Ma Melodie,2012,H,France
2012-07-30,09H30,Katy Perry,Last Friday Night,2011,F,USA
2012-07-30,09H41,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-07-30,09H44,Flo Rida,Whistle,2012,H,USA
2012-07-30,09H48,Shy'm,Et Alors !,2012,F,France
2012-07-30,09H52,Alex Ferrari,Bara Bara Bere Bere,2012,H,Bresil
2012-07-30,10H00,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-07-30,10H06,Owl City,Good Time,2012,H,USA
2012-07-30,10H06,Youssoupha,Dreamin,2012,H,France
2012-07-30,10H13,David Guetta,Without You,2011,H,France
2012-07-30,10H16,Katy Perry,Wide Awake,2012,F,USA
2012-07-30,10H24,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-30,10H28,M Pokora,Merci D'etre,2012,H,France
2012-07-30,10H32,Khaled,C'est La Vie,2012,H,Algerie
2012-07-30,10H45,Adele,Set Fire To The Rain,2011,F,Angleterre
2012-07-30,10H49,Martin Solveig,The Night Out,2011,H,France
2012-07-30,10H53,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-30,10H56,Shaggy,Girls Just Wanna Have Fun,2012,H,Jamaique
2012-07-30,11H00,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-30,11H03,Maroon 5,Payphone,2012,Groupe,USA
2012-07-30,11H07,Stone & Van Linden,Summerbreeze,2011,Groupe,Allemagne
2012-07-30,11H11,Shakira,Hips Don't Lie,2006,F,Colombie
2012-07-30,11H25,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-30,11H32,Dry,Ma Melodie,2012,H,France
2012-07-30,11H32,Shaka Ponk,My Name Is Stain,2012,Groupe,France
2012-07-30,11H35,Pitbull,Back In Time,2012,H,USA
2012-07-30,11H46,1789,Je Veux Le Monde,2012,Groupe,France
2012-07-30,11H49,Jessie J,Price Tag,2011,F,Angleterre
2012-07-30,11H53,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-07-30,11H56,Birdy,Skinny Love,2008,F,USA
2012-07-30,12H00,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-07-30,12H02,Maroon 5,She Will Be Loved,2004,Groupe,USA
2012-07-30,12H05,Basto,I Rave You,2012,H,Belgique
2012-07-30,12H10,Flo Rida,Whistle,2012,H,USA
2012-07-30,12H13,Katy Perry,Wide Awake,2012,F,USA
2012-07-30,12H25,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-30,12H28,Coldplay,Princess Of China,2012,Groupe,Angleterre
2012-07-30,12H32,Nervo,You're Gonna Love Again,2012,Groupe,Australie
2012-07-30,12H36,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-07-30,12H46,Keen V,Ma Vie Au Soleil,2012,H,France
2012-07-30,12H50,The Fray,How To Save A Life,2005,Groupe,USA
2012-07-30,12H57,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-07-30,13H00,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-30,13H03,We Are Me,We Gon' Party,2012,Groupe,France
2012-07-30,13H07,Lily Allen,22,2009,F,France
2012-07-30,13H11,Khaled,C'est La Vie,2012,H,Algerie
2012-07-30,13H18,Daddy Yankee,Lovumba,2011,H,Porto Rico
2012-07-30,13H25,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-30,13H33,Jali,Un Jour Ou L'autre,2011,H,Belgique
2012-07-30,13H33,Shy'm,Et Alors !,2012,F,France
2012-07-30,13H36,Shakira,Addicted To You,2012,F,Colombie
2012-07-30,13H48,Dry,Ma Melodie,2012,H,France
2012-07-30,13H51,Mika,Elle Me Dit,2011,H,Angleterre
2012-07-30,14H00,Birdy,Skinny Love,2008,F,USA
2012-07-30,14H02,Maroon 5,Payphone,2012,Groupe,USA
2012-07-30,14H09,Suarez,Qu'est Ce Que J'aime Ca,2010,Groupe,Belgique
2012-07-30,14H13,Tal,Le Sens De La Vie,2012,F,France
2012-07-30,14H23,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-30,14H26,M Pokora,Merci D'etre,2012,H,France
2012-07-30,14H30,Kelly Clarkson,Stronger,2012,F,USA
2012-07-30,14H34,Youssoupha,Dreamin,2012,H,France
2012-07-30,14H43,Alex Ferrari,Bara Bara Bere Bere,2012,H,Bresil
2012-07-30,14H47,Katy Perry,Wide Awake,2012,F,USA
2012-07-30,14H50,Sean Paul,Got 2 Luv You,2011,H,Jamaique
2012-07-30,14H58,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-07-30,15H00,Khaled,C'est La Vie,2012,H,Algerie
2012-07-30,15H03,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-07-30,15H07,David Guetta,Memories,2010,H,France
2012-07-30,15H11,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-30,15H19,Corneille,Co-pilot,2012,Groupe,Canada
2012-07-30,15H26,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-30,15H30,Gotye,Somebody That Use To Know,2012,H,Australie
2012-07-30,15H33,Lucenzo,Wine It Up,2012,H,France
2012-07-30,15H36,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-07-30,15H46,Rihanna,Rude Boy,2010,F,USA
2012-07-30,15H53,Pitbull,Back In Time,2012,H,USA
2012-07-30,16H00,Leslie,Des Mots Invincibles,2012,F,France
2012-07-30,16H03,Birdy,Skinny Love,2008,F,USA
2012-07-30,16H06,Shaggy,Girls Just Wanna Have Fun,2012,H,Jamaique
2012-07-30,16H12,Dry,Ma Melodie,2012,H,France
2012-07-30,16H12,Maroon 5,This Love,2004,Groupe,USA
2012-07-30,16H23,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-30,16H30,Jenifer,Sur Le Fil,2012,F,France
2012-07-30,16H33,Flo Rida,Whistle,2012,H,USA
2012-07-30,16H42,Ellie Goulding,Lights,2011,F,Angleterre
2012-07-30,16H46,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-07-30,16H49,Lady Gaga,Paparazzi,2009,F,USA
2012-07-30,16H52,Nervo,You're Gonna Love Again,2012,Groupe,Australie
2012-07-30,16H56,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-30,17H00,Julian Perretta,Generation X,2012,H,Angleterre
2012-07-30,17H04,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-07-30,17H07,Katy Perry,Wide Awake,2012,F,USA
2012-07-30,17H10,Keen V,Ma Vie Au Soleil,2012,H,France
2012-07-30,17H25,Nossa,Mas Que Nada,2012,Groupe,Espagne
2012-07-30,17H28,Youssoupha,Dreamin,2012,H,France
2012-07-30,17H35,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-30,17H42,Gusttavo Lima,Balada,2012,H,Bresil
2012-07-30,17H46,Will i Am,This Is Love,2012,H,USA
2012-07-30,17H50,Khaled,C'est La Vie,2012,H,Algerie
2012-07-30,18H00,Basto,I Rave You,2012,H,Belgique
2012-07-30,18H02,Maroon 5,Payphone,2012,Groupe,USA
2012-07-30,18H06,Alex Ferrari,Bara Bara Bere Bere,2012,H,Bresil
2012-07-30,18H10,Dry,Ma Melodie,2012,H,France
2012-07-30,18H13,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-07-30,18H23,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-30,18H27,M Pokora,Merci D'etre,2012,H,France
2012-07-30,18H35,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-07-30,18H35,Coldplay,Princess Of China,2012,Groupe,Angleterre
2012-07-30,18H42,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-07-30,18H45,Beyonce,Sweet Dreams,2009,F,USA
2012-07-30,18H49,Leslie,Des Mots Invincibles,2012,F,France
2012-07-30,18H56,Katy Perry,Wide Awake,2012,F,USA
2012-07-30,19H00,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-30,19H08,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-07-30,19H14,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-07-30,19H14,Shaka Ponk,Let's Bang,2012,Groupe,France
2012-07-30,19H17,Kenza Farah,Quelque Part,2012,F,France
2012-07-30,19H29,Flo Rida,Whistle,2012,H,USA
2012-07-30,19H32,1789,Je Veux Le Monde,2012,Groupe,France
2012-07-30,19H36,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-07-30,19H45,Adele,Someone Like You,2011,F,Angleterre
2012-07-30,19H48,Stone & Van Linden,Summerbreeze,2011,Groupe,Allemagne
2012-07-30,19H53,Kelly Clarkson,Stronger,2012,F,USA
2012-07-30,19H56,Khaled,C'est La Vie,2012,H,Algerie
2012-07-30,20H00,Ellie Goulding,Lights,2011,F,Angleterre
2012-07-30,20H04,Shaggy,Girls Just Wanna Have Fun,2012,H,Jamaique
2012-07-30,20H07,Birdy,Skinny Love,2008,F,USA
2012-07-30,20H10,Lucenzo,Wine It Up,2012,H,France
2012-07-30,20H16,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-07-30,20H19,Jack Holiday,Children 2012,2012,H,Suisse
2012-07-30,20H23,Superbus,A La Chaine,2012,Groupe,France
2012-07-30,20H29,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-30,20H37,Gotye,Somebody That Use To Know,2012,H,Australie
2012-07-30,20H40,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-30,20H48,David Guetta,Metropolis,2012,H,France
2012-07-30,20H48,Shakira,Addicted To You,2012,F,Colombie
2012-07-30,20H56,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-30,21H24,Katy Perry,Wide Awake,2012,F,USA
2012-07-30,21H24,Keen V,Ma Vie Au Soleil,2012,H,France
2012-07-30,21H31,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-30,21H40,Owl City,Good Time,2012,H,USA
2012-07-30,22H01,Youssoupha,Dreamin,2012,H,France
2012-07-30,22H10,Will i Am,This Is Love,2012,H,USA
2012-07-30,22H24,Basto,I Rave You,2012,H,Belgique
2012-07-30,22H24,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-07-30,22H31,Dry,Ma Melodie,2012,H,France
2012-07-30,22H40,Maroon 5,Payphone,2012,Groupe,USA
2012-07-30,23H02,Alex Ferrari,Bara Bara Bere Bere,2012,H,Bresil
2012-07-30,23H02,M Pokora,Merci D'etre,2012,H,France
2012-07-30,23H10,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-07-30,23H23,Shaggy,Girls Just Wanna Have Fun,2012,H,Jamaique
2012-07-30,23H38,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-30,23H38,The Wanted,Chasing The Sun,2012,Groupe,Angleterre
2012-07-31,05H00,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-31,05H11,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-07-31,05H15,Rihanna,Rude Boy,2010,F,USA
2012-07-31,05H23,Birdy,Skinny Love,2008,F,USA
2012-07-31,05H27,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-07-31,05H33,Lady Gaga,Eh Eh,2009,F,USA
2012-07-31,05H39,Basto,I Rave You,2012,H,Belgique
2012-07-31,05H39,Shakira,Addicted To You,2012,F,Colombie
2012-07-31,05H42,Jenifer,Sur Le Fil,2012,F,France
2012-07-31,05H45,Gotye,Somebody That Use To Know,2012,H,Australie
2012-07-31,05H52,Daniel Powter,Bad Day,2005,H,Canada
2012-07-31,05H52,Nossa,Mas Que Nada,2012,Groupe,Espagne
2012-07-31,06H02,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-07-31,06H06,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-07-31,06H13,Jennifer Lopez,Goin In,2012,F,USA
2012-07-31,06H17,Katy Perry,Wide Awake,2012,F,USA
2012-07-31,06H21,Shaggy,Girls Just Wanna Have Fun,2012,H,Jamaique
2012-07-31,06H33,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-31,06H37,1789,Je Veux Le Monde,2012,Groupe,France
2012-07-31,06H41,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-07-31,06H45,Maroon 5,Payphone,2012,Groupe,USA
2012-07-31,06H52,Keen V,Ma Vie Au Soleil,2012,H,France
2012-07-31,06H56,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-07-31,07H04,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-31,07H05,Kenza Farah,Quelque Part,2012,F,France
2012-07-31,07H13,Julian Perretta,Generation X,2012,H,Angleterre
2012-07-31,07H17,Khaled,C'est La Vie,2012,H,Algerie
2012-07-31,07H20,Dry,Ma Melodie,2012,H,France
2012-07-31,07H32,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-07-31,07H36,Alex Ferrari,Bara Bara Bere Bere,2012,H,Bresil
2012-07-31,07H39,Birdy,Skinny Love,2008,F,USA
2012-07-31,07H44,Pitbull,Back In Time,2012,H,USA
2012-07-31,07H46,Superbus,A La Chaine,2012,Groupe,France
2012-07-31,07H50,The Pussycat Dolls,I Hate This Part,2008,Groupe,USA
2012-07-31,07H53,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-07-31,08H02,Leslie,Des Mots Invincibles,2012,F,France
2012-07-31,08H09,Shaka Ponk,My Name Is Stain,2012,Groupe,France
2012-07-31,08H16,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-07-31,08H20,Adele,Set Fire To The Rain,2011,F,Angleterre
2012-07-31,08H33,Mika,Celebrate,2012,H,Angleterre
2012-07-31,08H37,Flo Rida,Whistle,2012,H,USA
2012-07-31,08H45,Katy Perry,Wide Awake,2012,F,USA
2012-07-31,08H49,Jack Holiday,Children 2012,2012,H,Suisse
2012-07-31,08H52,Lucenzo,Wine It Up,2012,H,France
2012-07-31,08H55,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-07-31,09H06,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-31,09H09,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-31,09H13,Nervo,You're Gonna Love Again,2012,Groupe,Australie
2012-07-31,09H17,Laza Morgan,One By One,2011,H,Jamaique
2012-07-31,09H24,Birdy,Skinny Love,2008,F,USA
2012-07-31,09H28,Khaled,C'est La Vie,2012,H,Algerie
2012-07-31,09H30,Owl City,Good Time,2012,H,USA
2012-07-31,09H34,Youssoupha,Dreamin,2012,H,France
2012-07-31,09H41,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-07-31,09H48,Gotye,Somebody That Use To Know,2012,H,Australie
2012-07-31,09H52,Rihanna,Russian Roulette,2009,F,USA
2012-07-31,10H00,Kelly Clarkson,Stronger,2012,F,USA
2012-07-31,10H00,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-31,10H07,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-07-31,10H11,Jenifer,Sur Le Fil,2012,F,France
2012-07-31,10H18,Sonia Y Selena,Yo Quiero Bailar,2001,Groupe,Espagne
2012-07-31,10H25,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-31,10H34,Ellie Goulding,Lights,2011,F,Angleterre
2012-07-31,10H34,Pitbull,Back In Time,2012,H,USA
2012-07-31,10H51,Coldplay,Princess Of China,2012,Groupe,Angleterre
2012-07-31,10H51,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-07-31,10H58,Katy Perry,Wide Awake,2012,F,USA
2012-07-31,11H00,Emeli Sande,next to me        1,2012,F,Inconnu
2012-07-31,11H07,Justin Nozuka,After Tonight,2007,H,USA
2012-07-31,11H10,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-31,11H18,Shaggy,Girls Just Wanna Have Fun,2012,H,Jamaique
2012-07-31,11H29,Keen V,Ma Vie Au Soleil,2012,H,France
2012-07-31,11H31,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-07-31,11H44,David Guetta,Metropolis,2012,H,France
2012-07-31,11H48,Khaled,C'est La Vie,2012,H,Algerie
2012-07-31,12H00,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-31,12H00,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-07-31,12H06,Maroon 5,Moves Like Jagger,2011,Groupe,USA
2012-07-31,12H10,Will i Am,This Is Love,2012,H,USA
2012-07-31,12H18,Shakira,Addicted To You,2012,F,Colombie
2012-07-31,12H24,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-31,12H32,Owl City,Good Time,2012,H,USA
2012-07-31,12H35,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-31,12H35,Tacabro,Tacata,2012,Groupe,Italie
2012-07-31,12H44,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-07-31,12H52,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-07-31,12H55,Jay Z,Empire State Of Mind,2009,H,USA
2012-07-31,12H58,Leslie,Des Mots Invincibles,2012,F,France
2012-07-31,13H00,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-31,13H04,Global Deejays,Hardcore Vibes,2012,Groupe,Autriche
2012-07-31,13H04,Ivyrise,Line Up The Stars,2012,Groupe,Angleterre
2012-07-31,13H10,Matt Houston,Happy Birthday,2012,H,France
2012-07-31,13H14,Shy'm,Je Sais,2010,F,France
2012-07-31,13H24,Alex Ferrari,Bara Bara Bere Bere,2012,H,Bresil
2012-07-31,13H28,Birdy,Skinny Love,2008,F,USA
2012-07-31,13H31,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-07-31,13H31,Inna Modja,French Cancan,2011,F,Cameroun
2012-07-31,13H43,Youssoupha,Dreamin,2012,H,France
2012-07-31,13H50,Agnes,Release Me,2008,F,Suede
2012-07-31,13H57,Khaled,C'est La Vie,2012,H,Algerie
2012-07-31,14H00,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-07-31,14H07,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-31,14H14,Jenifer,Sur Le Fil,2012,F,France
2012-07-31,14H14,Pitbull,Back In Time,2012,H,USA
2012-07-31,14H24,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-31,14H28,Marie Mai,Comme Avant,2011,F,Canada
2012-07-31,14H36,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-07-31,14H45,We Are Me,We Gon' Party,2012,Groupe,France
2012-07-31,14H48,Dry,Ma Melodie,2012,H,France
2012-07-31,14H52,Katy Perry,Teenage Dream,2010,F,USA
2012-07-31,15H04,Kenza Farah,Quelque Part,2012,F,France
2012-07-31,15H07,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-07-31,15H14,Flo Rida,Whistle,2012,H,USA
2012-07-31,15H14,Nervo,You're Gonna Love Again,2012,Groupe,Australie
2012-07-31,15H17,Stone & Van Linden,Summerbreeze,2011,Groupe,Allemagne
2012-07-31,15H25,Birdy,Skinny Love,2008,F,USA
2012-07-31,15H31,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-07-31,15H34,Shakira,Addicted To You,2012,F,Colombie
2012-07-31,15H44,M Pokora,Merci D'etre,2012,H,France
2012-07-31,15H50,Milow,Ayo Technology,2007,H,Belgique
2012-07-31,15H50,Shaggy,Girls Just Wanna Have Fun,2012,H,Jamaique
2012-07-31,15H57,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-31,16H00,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-31,16H07,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-07-31,16H10,Khaled,C'est La Vie,2012,H,Algerie
2012-07-31,16H10,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-07-31,16H18,Bruno Mars,The Lazy Song,2011,H,USA
2012-07-31,16H25,Sonia Y Selena,Yo Quiero Bailar,2001,Groupe,Espagne
2012-07-31,16H29,Gotye,Somebody That Use To Know,2012,H,Australie
2012-07-31,16H33,Keen V,Ma Vie Au Soleil,2012,H,France
2012-07-31,16H36,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-07-31,16H45,Will i Am,This Is Love,2012,H,USA
2012-07-31,16H48,Katy Perry,Hot N Cold,2008,F,USA
2012-07-31,16H52,Youssoupha,Dreamin,2012,H,France
2012-07-31,17H00,Leslie,Des Mots Invincibles,2012,F,France
2012-07-31,17H04,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-07-31,17H07,Maroon 5,Payphone,2012,Groupe,USA
2012-07-31,17H10,Dry,Ma Melodie,2012,H,France
2012-07-31,17H18,Alex Ferrari,Bara Bara Bere Bere,2012,H,Bresil
2012-07-31,17H25,Birdy,Skinny Love,2008,F,USA
2012-07-31,17H29,Taio Cruz,Dynamite,2010,H,Angleterre
2012-07-31,17H35,Jenifer,Sur Le Fil,2012,F,France
2012-07-31,17H44,Superbus,A La Chaine,2012,Groupe,France
2012-07-31,17H47,Rihanna,Where Have You Been,2012,F,USA
2012-07-31,17H51,Ellie Goulding,Lights,2011,F,Angleterre
2012-07-31,17H55,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-07-31,18H00,Katy Perry,Wide Awake,2012,F,USA
2012-07-31,18H03,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-07-31,18H07,Laza Morgan,One By One,2011,H,Jamaique
2012-07-31,18H10,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-07-31,18H17,Mika,Celebrate,2012,H,Angleterre
2012-07-31,18H24,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-31,18H27,Jack Holiday,Children 2012,2012,H,Suisse
2012-07-31,18H35,Khaled,C'est La Vie,2012,H,Algerie
2012-07-31,18H43,Julian Perretta,Generation X,2012,H,Angleterre
2012-07-31,18H50,Avicii,Levels,2011,H,Suede
2012-07-31,18H53,1789,Je Veux Le Monde,2012,Groupe,France
2012-07-31,18H56,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-07-31,19H02,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-31,19H03,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-31,19H11,Dry,Ma Melodie,2012,H,France
2012-07-31,19H18,Martin Solveig,The Night Out,2011,H,France
2012-07-31,19H30,Lucenzo,Wine It Up,2012,H,France
2012-07-31,19H36,Katy Perry,Last Friday Night,2011,F,USA
2012-07-31,19H45,M Pokora,Merci D'etre,2012,H,France
2012-07-31,19H48,Basto,I Rave You,2012,H,Belgique
2012-07-31,19H59,Shakira,Addicted To You,2012,F,Colombie
2012-07-31,20H00,Will i Am,This Is Love,2012,H,USA
2012-07-31,20H04,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-07-31,20H07,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-31,20H11,Shaka Ponk,Let's Bang,2012,Groupe,France
2012-07-31,20H18,Youssoupha,Dreamin,2012,H,France
2012-07-31,20H21,Katy Perry,Wide Awake,2012,F,USA
2012-07-31,20H21,Nervo,You're Gonna Love Again,2012,Groupe,Australie
2012-07-31,20H32,Sean Paul,Touch The Sky,2012,H,Jamaique
2012-07-31,20H32,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-31,20H40,Alex Ferrari,Bara Bara Bere Bere,2012,H,Bresil
2012-07-31,20H40,Kelly Clarkson,Stronger,2012,F,USA
2012-07-31,20H50,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-07-31,20H53,Daddy Yankee,Lovumba,2011,H,Porto Rico
2012-07-31,20H53,Leslie,Des Mots Invincibles,2012,F,France
2012-07-31,21H10,Maroon 5,Payphone,2012,Groupe,USA
2012-07-31,21H24,Dry,Ma Melodie,2012,H,France
2012-07-31,21H24,Shaggy,Girls Just Wanna Have Fun,2012,H,Jamaique
2012-07-31,21H30,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-07-31,21H39,David Guetta,Metropolis,2012,H,France
2012-07-31,22H00,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-07-31,22H00,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-31,22H23,Katy Perry,Wide Awake,2012,F,USA
2012-07-31,22H29,Lucenzo,Wine It Up,2012,H,France
